-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.448906779289245605e-01,9.290437102317810059e-01,9.476135969161987305e-01,9.194101691246032715e-01,0.000000000000000000e+00
8.220801949501037598e-01,-4.864840209484100342e-01,-4.698948264122009277e-01,-7.786180973052978516e-01,0.000000000000000000e+00
-9.242461323738098145e-01,9.059056043624877930e-01,9.300088286399841309e-01,8.968758583068847656e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449901580810546875e-01,9.291574358940124512e-01,9.476996660232543945e-01,9.195230603218078613e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
8.244742155075073242e-01,-4.888160228729248047e-01,-4.709378182888031006e-01,-7.815333008766174316e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.081364274024963379e-01,8.883750438690185547e-01,9.165528416633605957e-01,8.802698850631713867e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
-9.449909925460815430e-01,9.291583895683288574e-01,9.477003812789916992e-01,9.195239543914794922e-01,0.000000000000000000e+00
